success,Organization Name,Acquisition Status,IPO Status,Founded Date,Founded Date Precision,Last Funding Date,Number of Articles,Number of Founders,SEMrush - Monthly Visits,SEMrush - Average Visits (6 months),SEMrush - Monthly Visits Growth,SEMrush - Visit Duration,SEMrush - Visit Duration Growth,SEMrush - Page Views / Visit,SEMrush - Page Views / Visit Growth,SEMrush - Bounce Rate,SEMrush - Global Traffic Rank,SEMrush - Bounce Rate Growth,SEMrush - Monthly Rank Change (#),SEMrush - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,G2 Stack - Total Products Active,Money Raised Currency (in USD),Announced Date,Number of Investors,Seed Lag
0,Nojoto,,Private,2017-04-06,day,2018-12-01,1.0,4.0,"782,222","1,560,800.33",8.81%,61,-51.97%,1.65,17.31%,53.64%,"86,851",-34.25%,"-3,974",-4.38%,13.0,1.0,27.0,570000.0,2018-12-01,1.0,604
1,Cogno AI,Was Acquired,Private,2017-04-21,day,2017-06-01,2.0,2.0,"1,998","3,888.67",-15.45%,6,-92.41%,1.37,-46.69%,62.86%,"4,007,686",19.21%,"317,798",8.61%,33.0,0.0,13.0,3500.0,2017-06-01,1.0,41
0,Kenyt Technologies Pvt Ltd,,Private,2017-06-10,day,2020-05-14,2.0,2.0,"108,012","102,034",-30.69%,33,-10.81%,1.55,3.33%,49.94%,"384,877",-0.42%,"98,629",34.46%,10.0,2.0,27.0,250000.0,2018-06-22,2.0,377
0,Param.ai,,Private,2017-09-01,month,2019-03-01,1.0,2.0,"546,390","916,744.17",-22.79%,518,-6.50%,1.24,6.65%,83.50%,"113,823",-9.75%,"21,897",23.82%,42.0,1.0,22.0,138000.0,2019-03-01,6.0,546
0,SmartReach.io,,Private,2017-12-04,day,2018-04-09,0,2.0,"9,458","34,633.33",-28.65%,976,258.82%,2.96,58.06%,42.09%,"1,937,989",-28.31%,"304,277",18.62%,107.0,0.0,23.0,70000.0,2018-04-09,1.0,126
0,LotusPay,,Private,2017-06-01,day,2017-12-01,0,1.0,"1,671,819","974,955.33",245.81%,140,-61.11%,1.5,-4.02%,68.70%,"48,333",21.64%,"-74,227",-60.56%,57.0,1.0,26.0,500000.0,2017-12-01,1.0,183
0,Enveu,,Private,2017-05-21,day,2017-10-16,1.0,1.0,"1,181","1,352.17",118000%,120,500%,1.63,-18.58%,37.17%,"4,911,446",3034.80%,"-3,685,060",-42.87%,99.0,0.0,0.0,70000.0,2017-10-16,1.0,148
0,Jiyyo,,Private,2017-10-01,day,2021-03-10,1.0,3.0,"22,319","70,842.83",-88.27%,"5,061",17.34%,3.91,76.88%,69.94%,"1,199,749",-16.16%,"953,428",387.07%,36.0,3.0,0.0,250000.0,2017-10-05,1.0,4
0,SaasAnt,,Private,2017-09-01,day,2018-01-12,1.0,1.0,"101,745","111,216.33",-31.47%,345,-65.50%,2.15,10.29%,48.06%,"403,725",-16.81%,"106,602",35.88%,83.0,0.0,22.0,65000.0,2018-01-12,1.0,133
0,BhaiFi - 360 WiFi Solution,,Private,2017-12-06,day,2018-03-19,0,1.0,"55,253","37,290.67",75.47%,"1,389",5687.50%,2.06,-13.72%,23.64%,"633,902",-9.67%,"-334,961",-34.57%,11.0,0.0,15.0,60000.0,2018-03-19,1.0,103
0,Foaps,,Private,2017-05-16,day,2019-07-03,1.0,2.0,"71,460","17,343.67",1947.56%,74,76.19%,1.01,-14.26%,98.96%,"526,532",20.46%,"-2,652,346",-83.44%,42.0,3.0,0.0,32000.0,2019-07-03,1.0,778
0,IndigoLearn,,Private,2017-03-01,month,2019-01-18,1.0,4.0,"38,669","47,940.50",5.92%,"1,669",11026.67%,2.08,20.96%,71.65%,"835,092",152.38%,"-21,735",-2.54%,50.0,2.0,0.0,150000.0,2018-04-05,2.0,400
0,JobsPikr,,Private,2017-05-24,day,2017-09-29,1.0,2.0,"2,506","1,570",2117.70%,108,96.47%,1.14,13.81%,93.10%,"3,583,420",-6.90%,"-4,607,085",-56.25%,58.0,0.0,28.0,70000.0,2017-09-29,1.0,128
0,CamCom,,Private,2017-09-07,day,2020-02-13,4.0,3.0,662,600.83,-46.91%,301,2910%,2.99,49.60%,0.15%,"6,091,154",-99.70%,"1,355,161",28.61%,34.0,0.0,0.0,500000.0,2019-05-13,1.0,613
0,Headway.ai,,Private,2017-08-16,day,2018-01-24,3.0,2.0,"119,878","233,264.33",-38.86%,929,-38.07%,1.16,-22.45%,87.84%,"355,198",19.95%,"114,196",47.38%,52.0,0.0,14.0,500000.0,2018-01-24,1.0,161
0,Reculta,,Private,2017-06-25,day,2020-11-01,0,4.0,"168,889","95,033.33",33%,"1,521",7.87%,1.78,-0.21%,66.34%,"274,562",0.20%,"-59,409",-17.79%,65.0,1.0,22.0,500000.0,2018-06-07,1.0,347
0,Khatabook,,Private,2018-01-01,year,2021-08-24,49.0,5.0,"2,880,563","2,404,399.67",-32.68%,543,-30.03%,1.19,-2.74%,87.21%,"31,337",1.51%,"9,810",45.57%,12.0,7.0,18.0,1500000.0,2019-04-19,1.0,473
0,Lokal,,Private,2018-01-01,year,2023-04-25,10.0,2.0,"2,110,617","1,783,869",60.78%,802,38.99%,1.23,-23.31%,92.40%,"40,206",12.35%,"-16,780",-29.45%,160.0,1.0,23.0,500000.0,2019-09-25,1.0,632
1,Mobile Premier League,Made Acquisitions,Private,2018-01-01,year,2021-09-15,44.0,3.0,"23,475,958","24,043,719.50",52.70%,703,3.08%,1.32,3.46%,82.19%,"4,928",1.77%,"-1,915",-27.98%,89.0,3.0,17.0,500000.0,2018-05-04,1.0,123
0,OTO Capital,,Private,2018-01-01,year,2022-08-12,13.0,3.0,"353,006","198,841.33",2221.19%,855,-0.35%,1.06,-63.57%,98.25%,"157,965",226.41%,"-1,359,937",-89.59%,47.0,1.0,11.0,1390169.0,2019-09-05,2.0,612
0,Mylo,,Private,2018-01-01,year,2022-04-20,0,1.0,"1,135,248","647,965.83",-7.38%,"2,082",222.29%,1.21,11.71%,91.83%,"65,384",-2.75%,"5,191",8.62%,33.0,1.0,12.0,750000.0,2018-11-01,1.0,304
1,WhiteHat Jr.,Was Acquired,Private,2018-01-01,year,2020-07-01,96.0,1.0,"74,645","150,798.50",-35.35%,"1,489",-15.69%,3.26,10.18%,41.04%,"511,554",-7.38%,"152,680",42.54%,36.0,2.0,29.0,1294388.0,2019-04-16,2.0,470
0,Instoried,,Private,2018-01-01,year,2022-04-07,18.0,2.0,"2,970","11,670.17",6.76%,53,20.45%,1.05,-14.03%,94.78%,"3,353,353",22.12%,"-111,943",-3.23%,39.0,0.0,16.0,500000.0,2019-08-19,2.0,595
1,Crio.Do,Was Acquired,Private,2018-01-01,year,2019-01-29,2.0,2.0,"533,119","582,900.67",-2.32%,"1,708",81.90%,3.95,33.89%,35.22%,"115,896",-22.70%,"4,144",3.71%,108.0,0.0,24.0,1000000.0,2019-01-29,3.0,393
0,CoinDCX,,Private,2018-01-01,year,2022-04-19,160.0,2.0,"462,122","522,536.17",20.84%,"1,316",8.22%,2.2,-3.71%,48.69%,"129,165",-1.04%,"-16,912",-11.58%,78.0,2.0,8.0,500000.0,2019-03-20,8.0,443
0,Zvolv,,Private,2018-01-01,year,2021-11-22,9.0,3.0,"3,477","6,437.50",30.47%,0,-60.96%,1.0,-16.59%,100%,"3,157,262",24.53%,"-358,847",-10.21%,33.0,0.0,9.0,500000.0,2018-12-12,3.0,345
1,Setu,Was Acquired,Private,2018-01-01,year,2020-04-15,22.0,1.0,"3,166,672","1,382,414.33",202.89%,"1,105",513.89%,1.63,-23.59%,85.87%,"28,969",30.54%,"-39,065",-57.42%,86.0,0.0,0.0,3549686.0,2019-04-11,2.0,465
0,Anthem,,Private,2018-01-01,year,2021-12-20,2.0,2.0,"5,671","14,646",-48.60%,"1,082",-19.49%,3.18,-3.14%,11.13%,"2,550,299",-27.02%,"742,975",41.11%,8.0,1.0,0.0,1700000.0,2019-06-19,1.0,534
0,Procol,,Private,2018-01-01,year,2022-09-13,5.0,2.0,"1,859","4,414.83",-36.73%,0,38.36%,1.0,0%,100%,"4,112,397",0%,"747,435",22.21%,29.0,3.0,3.0,1000000.0,2019-07-17,2.0,562
0,Subhe,,Private,2018-01-01,year,2018-01-22,0,1.0,"1,054","2,548.50",101.15%,661,1171.15%,4.3,22.74%,0%,"5,120,513",-44.19%,"-1,094,074",-17.60%,26.0,0.0,0.0,124733.0,2018-01-22,1.0,21
0,chatgen.ai,,Private,2018-01-01,year,2019-01-02,0,3.0,"4,252","5,539.67",67.27%,54,237.50%,1.35,15.46%,82.55%,"2,937,273",-9.86%,"-624,097",-17.52%,67.0,0.0,11.0,500000.0,2019-01-02,1.0,366
0,Leher App,,Private,2018-01-01,year,2021-07-01,12.0,2.0,"13,498","138,523.33",-93.31%,0,37.62%,1.0,-36.72%,100%,"1,610,710",53.49%,"1,374,709",582.50%,56.0,1.0,5.0,500000.0,2018-01-01,1.0,0
0,Charitism,,Private,2018-01-01,year,2019-08-09,0,2.0,"15,926","65,255.67",-74.08%,74,-95.87%,1.01,-52.45%,98.60%,"1,458,745",56.43%,"880,910",152.45%,11.0,1.0,0.0,500000.0,2019-08-09,1.0,585
1,Wingman,Was Acquired,Private,2018-01-01,year,2019-08-22,11.0,3.0,"7,034","27,416.17",1323.89%,285,-85.21%,1.33,32.85%,73.39%,"2,322,856",-26.61%,"-4,289,132",-64.87%,57.0,1.0,13.0,500000.0,2019-03-17,2.0,440
0,SportsCafe,,Private,2018-01-01,month,2018-02-01,0,5.0,"384,870","566,949.17",-20.10%,78,-91.44%,1.06,-2.61%,95.22%,"148,031",3.11%,"25,162",20.48%,4.0,4.0,28.0,500000.0,2018-02-01,1.0,31
0,UpCyclersLab,,Private,2018-01-01,year,2018-10-17,0,2.0,"98,070","121,222.33",1902.25%,7,600%,1.02,-33.62%,97.82%,"414,505",112.38%,"-2,322,894",-84.86%,49.0,0.0,0.0,500000.0,2018-10-17,1.0,289
0,ElasticRun,,Private,2016-01-01,year,2022-02-07,30.0,3.0,"5,740","6,719.83",119.34%,132,-35.29%,1.34,-16.03%,69.41%,"2,537,818",1.31%,"-994,171",-28.15%,37.0,1.0,9.0,2000000.0,2016-11-13,2.0,317
0,Doubtnut,,Private,2016-01-01,year,2023-04-12,17.0,3.0,"27,950,329","24,996,347.50",22.93%,"1,218",15.78%,1.72,2.33%,67.85%,"4,095",0.40%,-600,-12.78%,33.0,1.0,29.0,3300000.0,2019-04-23,5.0,1208
1,MyGate,Made Acquisitions,Private,2016-01-01,year,2022-11-23,45.0,3.0,"1,087,165","1,302,364.67",8.55%,974,180.69%,1.41,11.67%,80.97%,"67,650",-3.43%,"-2,671",-3.80%,65.0,4.0,17.0,2415271.0,2016-01-01,1.0,0
1,NirogStreet,Made Acquisitions,Private,2016-01-01,year,2022-10-10,17.0,2.0,"43,968","49,895",-13.70%,"1,348",314.77%,1.03,0.68%,98.99%,"753,796",0.43%,"93,227",14.11%,39.0,4.0,25.0,500000.0,2019-06-07,1.0,1253
0,Recykal,,Private,2016-01-01,year,2022-01-10,7.0,5.0,"6,500","7,912.50",76.82%,188,189.23%,1.95,68.97%,73.74%,"2,403,396",-17.91%,"-708,979",-22.78%,37.0,7.0,0.0,2000000.0,2019-06-03,2.0,1249
0,Entropik,,Private,2016-01-01,year,2023-02-08,11.0,3.0,"2,479","4,724.83",-42.51%,2,-88.24%,1.09,-4.63%,91%,"3,599,150",1.05%,"724,600",25.21%,59.0,0.0,9.0,1100000.0,2018-07-27,4.0,938
0,Play Shifu,,Private,2016-01-01,year,2021-10-18,16.0,2.0,"5,579","23,472.83",30.35%,35,-84.78%,1.23,-43.67%,78.69%,"2,563,746",33.01%,"-318,124",-11.04%,50.0,20.0,18.0,500000.0,2017-11-09,2.0,678
0,Increff,,Private,2016-01-01,year,2022-02-20,8.0,4.0,"32,276","76,475.17",-53.42%,"1,373",-45.99%,4.23,-16.94%,25.70%,"956,962",-0.81%,"426,293",80.33%,43.0,0.0,41.0,2000000.0,2016-12-20,5.0,354
0,Vahan,,Private,2016-01-01,year,2021-12-18,17.0,2.0,"91,944","45,691.67",281.87%,0,-56.52%,1.0,-3.88%,100%,"434,339",3.04%,"-700,245",-61.72%,98.0,1.0,15.0,500000.0,2019-10-07,7.0,1375
0,ZestIOT,,Private,2016-01-01,day,2023-05-03,2.0,1.0,377,987,-72.66%,16,1822.03%,1.88,88.33%,26.79%,"7,200,308",-73.21%,"2,615,180",57.04%,9.0,3.0,0.0,760000.0,2019-06-21,3.0,1267
0,Visit,,Private,2016-01-01,year,2021-10-11,11.0,4.0,"899,167","405,184.83",151.38%,"1,043",-46.59%,1.59,-16.53%,71.26%,"78,316",8.22%,"-75,336",-49.03%,79.0,2.0,21.0,500000.0,2016-05-27,1.0,147
1,ixamBee,Made Acquisitions,Private,2016-01-01,day,2023-05-09,5.0,1.0,"928,023","571,344.67",102%,"1,094",53.01%,3.38,65.64%,52.84%,"76,471",-25.46%,"-50,875",-39.95%,29.0,0.0,26.0,500000.0,2019-01-01,1.0,1096
0,Intello Labs,,Private,2016-01-01,year,2022-12-08,10.0,2.0,"1,616","1,401.50",82.60%,58,65.71%,1.55,-8.92%,86.20%,"4,409,314",191.22%,"-980,643",-18.19%,30.0,10.0,16.0,2000000.0,2019-04-02,2.0,1187
0,Khabri,,Private,2016-01-01,year,2021-08-04,5.0,3.0,223,"4,267.50",22200%,0,-99.72%,1.0,0%,100%,"7,636,225",0%,"-914,159",-10.69%,11.0,2.0,10.0,150000.0,2019-08-19,1.0,1326
0,Cleardekho,,Private,2016-01-01,year,2022-10-12,6.0,2.0,"26,329","22,461.17",14.79%,894,-40.28%,2.84,-53.45%,54.07%,"1,091,531",13.57%,"-81,413",-6.94%,7.0,0.0,30.0,500000.0,2018-09-04,2.0,977
0,Thinkerbell Labs,,Private,2016-01-01,year,2022-01-06,8.0,4.0,"1,181","2,051",29.35%,0,10.71%,1.0,-36.46%,100%,"4,911,201",40.25%,"-431,994",-8.08%,18.0,0.0,8.0,475927.0,2019-11-26,3.0,1425
1,Shortlist,Made Acquisitions,Private,2016-01-01,year,2019-01-28,116.0,2.0,"38,954","30,537",9.64%,439,-61.36%,2.28,-28.68%,46.05%,"827,675",10.17%,"-69,708",-7.77%,33.0,0.0,38.0,1000000.0,2017-09-19,6.0,627
0,Digio,,Private,2016-01-01,year,2023-01-12,3.0,2.0,"2,471,976","3,898,404.33",-31.25%,284,30.88%,1.96,22.02%,64.12%,"35,278",-4.84%,"10,302",41.25%,50.0,9.0,9.0,400000.0,2016-08-18,1.0,230
0,LockTheDeal,,Private,2016-01-01,year,2018-12-20,1.0,1.0,"2,095","3,594.83",-32.74%,308,-65.85%,2.28,-28.83%,89.36%,"3,963,386",48.93%,"666,771",20.23%,37.0,0.0,0.0,5000000.0,2017-02-01,1.0,397
0,Piggy,,Private,2016-01-01,year,2021-01-12,3.0,3.0,"6,248","6,303.67",59.18%,"1,356",1203.85%,2.79,19.71%,47.50%,"2,447,425",-25.19%,"-557,735",-18.56%,19.0,3.0,29.0,1000000.0,2017-08-21,3.0,598
0,Qandle,,Private,2016-01-01,year,2021-07-22,7.0,2.0,"190,095","182,085.50",47.08%,"1,678",14.70%,1.9,10.14%,53.97%,"252,400",-15.27%,"-77,303",-23.45%,77.0,5.0,24.0,1200000.0,2018-02-27,2.0,788
0,YourQuote,,Private,2016-01-01,year,2021-03-22,2.0,2.0,"472,542","508,561.50",-23.51%,13,-68.29%,1.61,-5.52%,48.69%,"127,029",-0.16%,"25,289",24.86%,57.0,1.0,15.0,1000000.0,2017-12-20,2.0,719
0,PinkBlue,,Private,2016-01-01,year,2018-02-12,1.0,3.0,"108,937","53,342.33",1644.67%,41,-21.15%,1.05,-39.03%,97.28%,"382,628",45.06%,"-2,047,932",-84.26%,7.0,1.0,28.0,800000.0,2018-02-12,3.0,773
0,Awign,,Private,2016-01-01,year,2022-08-25,7.0,3.0,"160,969","76,443.67",606.90%,"1,392",201.30%,2.94,11.02%,53.62%,"284,343",33.45%,"-893,713",-75.86%,55.0,3.0,30.0,782778.0,2018-01-18,2.0,748
0,Hyperhire,,Private,2016-01-01,year,2021-11-30,0,1.0,126,875.5,-94.70%,0,-95%,1.0,0%,100%,"8,353,618",0%,"4,684,396",127.67%,20.0,2.0,0.0,500000.0,2019-08-31,1.0,1338
0,Detect Technologies,,Private,2016-01-01,year,2022-07-14,18.0,4.0,661,"2,146.50",47.22%,6,10757.14%,1.34,33.74%,66.26%,"6,092,301",-33.74%,"-777,175",-11.31%,33.0,0.0,14.0,500000.0,2017-08-16,4.0,593
0,Onemoney,,Private,2016-01-01,year,2019-02-12,5.0,1.0,"103,083","89,892.83",11.76%,"1,942",63.19%,1.81,14.28%,71.17%,"398,706",19.92%,"-28,063",-6.58%,32.0,0.0,9.0,54900.0,2019-02-12,1.0,1138
0,Fincash.com,,Private,2016-01-01,year,2018-02-16,0,2.0,"327,582","762,680",-62.03%,387,207.14%,1.08,-19.24%,92.69%,"167,095",26.68%,"88,119",111.58%,27.0,1.0,0.0,150000.0,2018-02-16,2.0,777
0,Edyst,,Private,2016-01-01,year,2019-03-18,0,2.0,"5,908","14,526",89.60%,"2,571",217.02%,7.46,93.27%,31.25%,"2,516,878",28.65%,"-778,507",-23.62%,30.0,0.0,21.0,150000.0,2019-03-18,1.0,1172
0,Hipcouch,,Private,2016-01-01,year,2017-01-15,3.0,2.0,"11,379","38,637.83",-82.16%,687,-61.49%,1.75,66.96%,73.92%,"1,756,998",-24.76%,"1,196,120",213.26%,72.0,0.0,13.0,700000.0,2017-01-15,1.0,380
1,QACraft,Was Acquired,Private,2016-01-01,year,2017-01-18,0,2.0,"4,556","13,841",1398.68%,0,606.21%,1.0,0%,100%,"2,831,333",0%,"-4,377,216",-60.72%,27.0,0.0,0.0,100000.0,2017-01-18,1.0,383
0,Wifi Dabba,,Private,2016-01-01,year,2017-03-20,5.0,2.0,961,"2,456.50",83.40%,3,-75.88%,1.23,22.79%,77.21%,"5,269,923",-22.79%,"-940,477",-15.14%,38.0,0.0,8.0,500000.0,2017-03-20,5.0,444
0,MiStay,,Private,2016-01-01,year,2019-10-25,16.0,2.0,"101,649","119,450.17",12.38%,147,2.08%,1.3,-50.54%,88.13%,"403,971",1068.83%,"-29,231",-6.75%,36.0,0.0,16.0,500000.0,2019-10-25,1.0,1393
1,PropsAMC,Was Acquired,Private,2016-01-01,year,2017-08-31,0,2.0,567,737,-60.52%,0,-68.09%,1.0,0%,100%,"6,262,980",0%,"1,770,398",39.41%,24.0,1.0,12.0,500000.0,2017-08-31,1.0,608
0,Sixerclass,,Private,2016-01-01,year,2016-12-07,0,1.0,657,"3,534.67",-38.71%,0,-2.92%,1.0,-32.83%,100%,"6,097,058",32.35%,"1,130,329",22.76%,18.0,0.0,10.0,500000.0,2016-12-07,1.0,341
0,Talent Litmus,,Private,2016-01-01,year,2021-09-02,0,3.0,"20,034","19,134.17",-32.44%,"1,281",-39.12%,1.96,-1.23%,40.74%,"1,278,059",-29.73%,"254,761",24.90%,18.0,8.0,11.0,500000.0,2019-10-24,2.0,1392
0,Mojarto,,Private,2005-01-01,year,2016-08-06,0,2.0,"31,900","36,321.67",93.35%,166,876.47%,2.03,12.47%,72.63%,"964,021",67.12%,"-450,449",-31.85%,51.0,1.0,0.0,445000.0,2016-08-06,1.0,4235
0,iWeb Technology Solutions Pvt.Ltd.,,Private,2005-04-22,day,2022-03-17,0,4.0,"3,193","4,811.50",-35.46%,347,66.03%,3.97,-62.86%,9.71%,"3,262,181",155.53%,"534,883",19.61%,39.0,0.0,0.0,500000.0,2013-04-01,1.0,2901
1,NoBroker,Made Acquisitions,Private,2014-01-01,year,2023-03-01,76.0,3.0,"16,464,893","18,446,653",7.16%,706,-31.79%,1.73,-15.58%,73.38%,"6,940",3.82%,94,1.37%,7.0,9.0,47.0,500000.0,2013-01-01,1.0,-365
1,Chalo,Made Acquisitions,Private,2014-01-01,year,2023-05-22,36.0,5.0,"93,874","115,424.67",167.01%,"1,139",58.19%,1.57,-41.59%,84.83%,"428,049",94.25%,"-477,628",-52.74%,46.0,2.0,11.0,500000.0,2019-01-01,3.0,1826
1,Droom,Made Acquisitions,Private,2014-01-01,year,2021-07-28,47.0,1.0,"3,382,323","2,339,502.33",82.72%,560,-2.78%,1.78,-20.19%,71.30%,"27,439",37.75%,"-15,883",-36.66%,25.0,9.0,41.0,2000000.0,2014-06-20,1.0,170
0,Infurnia Technologies,,Private,2014-01-01,year,2023-10-31,5.0,3.0,"8,022","8,190.83",127.83%,89,74.51%,1.35,-6.97%,84.11%,"2,152,407",33.95%,"-1,017,579",-32.10%,16.0,0.0,20.0,160000.0,2016-01-06,1.0,735
0,ParallelDots,,Private,2014-01-01,month,2022-03-25,11.0,3.0,"13,167","25,680.67",-35.79%,70,125.81%,1.73,7.72%,29.96%,"1,637,097",-23.28%,"389,192",31.19%,45.0,4.0,52.0,2000000.0,2017-10-10,1.0,1378
1,ekincare,Made Acquisitions,Private,2014-01-01,year,2022-03-16,18.0,3.0,"10,097","39,229.83",-92.98%,123,-81.31%,1.6,55.86%,47.25%,"1,874,432",-52.21%,"1,568,916",513.53%,73.0,5.0,33.0,329000.0,2016-03-23,5.0,812
0,Playo,,Private,2014-01-01,year,2021-10-01,23.0,3.0,"734,539","639,220",59.47%,55,-74.77%,1.2,-14.57%,83.23%,"91,077",17.91%,"-35,995",-28.33%,54.0,4.0,42.0,700000.0,2017-12-31,1.0,1460
0,WedMeGood,,Private,2014-01-01,year,2019-04-03,1.0,2.0,"1,276,829","1,287,081.50",6.34%,598,0%,1.65,-21.24%,76.08%,"59,715",19.04%,"-1,457",-2.38%,42.0,5.0,33.0,407200.0,2015-09-16,3.0,623
1,Smartron,Made Acquisitions,Private,2014-01-01,year,2022-01-24,12.0,3.0,"1,092","1,523.50",875%,0,393.33%,1.0,0%,100%,"5,063,497",0%,"-3,164,096",-38.46%,36.0,16.0,21.0,1880000.0,2016-07-23,1.0,934
1,RailYatri,Made Acquisitions,Private,2014-01-01,year,2020-02-24,43.0,3.0,"12,030,528","13,199,234.17",1.94%,517,-16.07%,1.96,-3.69%,59.40%,"9,181",8.51%,485,5.58%,26.0,4.0,27.0,3000000.0,2016-10-19,4.0,1022
0,sRide,,Private,2014-01-01,year,2018-02-19,14.0,3.0,223,"2,195",-72.47%,0,-79.69%,1.0,-60.60%,100%,"7,621,994",333.09%,"2,131,698",38.83%,50.0,1.0,18.0,500000.0,2014-06-26,1.0,176
1,IntrCity,Made Acquisitions,Private,2014-01-01,year,2020-02-24,15.0,3.0,"244,703","468,247.17",-39.92%,143,-92.88%,1.58,-21.58%,74.57%,"207,759",15.29%,"68,517",49.21%,25.0,3.0,0.0,1200000.0,2015-06-30,4.0,545
0,SquadStack,,Private,2014-01-01,year,2022-07-20,19.0,4.0,"9,595","24,341.67",-17.67%,863,276.86%,1.63,-35.03%,65.39%,"1,929,114",31.78%,"185,690",10.65%,13.0,0.0,11.0,2100000.0,2017-04-12,9.0,1197
1,Confirmtkt,Was Acquired,Private,2014-01-01,year,2016-09-20,10.0,2.0,"8,244,493","8,629,590.17",38.46%,300,-29.74%,2.27,6.23%,52.63%,"12,812",-9.29%,"-3,391",-20.93%,51.0,1.0,21.0,147059.0,2016-09-20,1.0,993
1,Grab,Was Acquired,Private,2014-01-01,year,2018-02-22,354.0,3.0,"615,142","935,221.83",-23.21%,106,-94.42%,1.23,11.45%,77.08%,"104,160",-14.20%,"20,607",24.66%,43.0,0.0,15.0,1370000.0,2015-09-02,2.0,609
0,Actofit,,Private,2014-01-01,year,2023-07-04,1.0,3.0,"2,226","4,588",29.27%,755,798.81%,3.0,126.18%,0%,"3,742,447",140.16%,"-502,140",-11.83%,40.0,7.0,0.0,900000.0,2016-10-19,3.0,1022
0,Oakter,,Private,2014-01-01,year,2016-06-01,0,2.0,"3,360","15,382.83",23.99%,382,98.96%,1.2,-38.42%,82.08%,"3,206,425",17.07%,"-293,131",-8.38%,18.0,4.0,16.0,36840.0,2016-03-01,1.0,790
0,True Balance,,Private,2014-01-01,year,2023-08-09,30.0,3.0,"434,824","167,674.17",269.61%,"1,718",1618%,1.12,11.20%,91.17%,"135,129",-8.34%,"-218,628",-61.80%,40.0,1.0,15.0,500000.0,2015-10-01,1.0,638
0,FieldAssist,,Private,2014-01-01,day,2017-08-28,14.0,4.0,"3,578","4,872",-59.41%,129,-92.29%,2.41,-42.34%,66.91%,"3,127,861",5.09%,"1,112,775",55.22%,46.0,21.0,15.0,40000.0,2014-02-01,2.0,31
1,Holidify,Made Acquisitions,Private,2014-01-01,year,2015-10-17,8.0,2.0,"7,878,687","7,874,105.67",40.10%,584,-16.69%,1.44,-0.50%,76.22%,"13,326",2.82%,"-3,709",-21.77%,45.0,1.0,25.0,500000.0,2015-05-02,1.0,486
0,ricago,,Private,2014-01-01,month,2014-09-19,0,2.0,876,"1,413",-56.44%,0,70.59%,1.0,-36.42%,100%,"5,612,041",6.79%,"1,746,349",45.18%,41.0,0.0,20.0,246517.0,2014-09-19,2.0,261
0,Impact Guru,,Private,2014-01-01,year,2020-03-06,12.0,2.0,"2,061,009","1,776,173.17",3.65%,348,-63.17%,1.48,0.78%,73.08%,"41,000",-1.24%,180,0.44%,35.0,2.0,35.0,500000.0,2017-11-14,1.0,1413
0,TripBorn,,Private,2014-01-01,year,2017-01-11,0,2.0,"106,667","58,318.83",42.19%,"1,189",-17.72%,9.07,-17.34%,8.55%,"388,320",-22.41%,"-107,678",-21.71%,39.0,1.0,9.0,460000.0,2017-01-11,1.0,1106
1,Jubi,Was Acquired,Private,2014-01-01,year,2018-07-05,1.0,1.0,"13,612","30,247.50",-88.04%,17,8.16%,1.02,1.61%,98.39%,"1,604,713",-1.61%,"1,241,819",342.20%,40.0,0.0,4.0,500000.0,2018-07-05,1.0,1646
0,Venuelook,,Private,2014-01-01,year,2019-03-25,1.0,1.0,"197,333","297,725.67",-18.62%,366,-52.53%,1.3,-10.92%,92.25%,"245,150",18.92%,"39,494",19.20%,70.0,0.0,56.0,500000.0,2019-03-25,4.0,1909
0,LetsEndorse,,Private,2014-01-01,year,2017-03-02,1.0,2.0,"2,226","2,190.83",420.09%,40,-89.58%,1.33,-61.91%,66.67%,"3,743,185",-7.22%,"-3,160,820",-45.78%,45.0,4.0,23.0,500000.0,2017-03-02,1.0,1156
